,DS_Struct,DS_NonStruct_DriftSen,DS_NonStruct_AccelSen,RepairCost_Total,RepairCost_Struct,RepairCost_NonStruct_DriftSen,RepairCost_NonStruct_AccelSen,RepairTime,RecoveryTime,FunctionLossTime
0,Extensive,Moderate,None,2396033.8841277435,1476128.017900128,919905.8662276159,0.0,120,480,480.0
1,Extensive,Moderate,None,2396033.8841277435,1476128.017900128,919905.8662276159,0.0,120,480,480.0
2,Complete,Complete,Complete,32089739.519567996,2952256.035800256,9092092.863877598,20045390.619890142,240,960,960.0
3,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
4,Slight,Moderate,None,984085.3452667518,64179.47903913599,919905.8662276159,0.0,5,10,0.0
5,Moderate,None,None,299504.23551596794,299504.23551596794,0.0,0.0,30,120,60.0
6,Moderate,Moderate,None,1219410.1017435838,299504.23551596794,919905.8662276159,0.0,30,120,60.0
7,Extensive,Complete,Moderate,12557784.73199094,1476128.017900128,9092092.863877598,1989563.8502132157,120,480,480.0
8,Slight,Slight,Slight,641794.79039136,64179.47903913599,192538.437117408,385076.87423481594,5,10,0.0
9,None,Slight,None,192538.437117408,0.0,192538.437117408,0.0,0,0,0.0
10,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
11,Extensive,Moderate,None,2396033.8841277435,1476128.017900128,919905.8662276159,0.0,120,480,480.0
12,Complete,Complete,Complete,32089739.519567996,2952256.035800256,9092092.863877598,20045390.619890142,240,960,960.0
13,Slight,None,Slight,449256.3532739519,64179.47903913599,0.0,385076.87423481594,5,10,0.0
14,None,Slight,Slight,577615.311352224,0.0,192538.437117408,385076.87423481594,0,0,0.0
15,None,Slight,None,192538.437117408,0.0,192538.437117408,0.0,0,0,0.0
16,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
17,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
18,Complete,Moderate,Moderate,5861725.752241087,2952256.035800256,919905.8662276159,1989563.8502132157,240,960,960.0
19,Slight,None,Slight,449256.3532739519,64179.47903913599,0.0,385076.87423481594,5,10,0.0
20,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
21,Moderate,Moderate,None,1219410.1017435838,299504.23551596794,919905.8662276159,0.0,30,120,60.0
22,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
23,Extensive,Slight,Slight,2053743.329252352,1476128.017900128,192538.437117408,385076.87423481594,120,480,480.0
