,IM,MaxDrift,MaxAbsAccel,ResDrift
0,0.3287377655506134,0.015151165382082705,5.606074957525645,2.2465740093649677e-06
1,0.2107839733362198,0.010144724994245024,3.408368784604467,1.6362474713250033e-05
2,0.13505642116069794,0.0014822074259374755,0.6713576176350347,6.828466877511018e-06
3,0.3241293430328369,0.005169218705000076,2.1553998634302993,4.333816179473311e-06
4,0.1990637481212616,0.004359369999506096,1.6973897049643294,2.225485931022973e-05
5,0.2937507927417755,0.00889496074302965,4.021291628206013,0.00010824423216810346
6,0.28521355986595154,0.00841671359449896,3.2022726532849464,7.540393967681712e-05
7,0.25750863552093506,0.008101357180186059,3.2588088318693105,6.53198936445441e-06
8,0.1171741709113121,0.0036052898559083228,1.3406226488943223,3.858065722689938e-06
9,0.13086655735969543,0.002661236114601083,0.7217907557531912,2.155892749329032e-05
10,0.766136884689331,0.014038765334413927,4.668691916765467,5.476687031192625e-05
11,0.6405078172683716,0.028856384829468087,8.453069147035245,0.004732845276771645
12,0.5618919134140015,0.02036532537130863,7.6431785021044405,0.0003822057312191467
13,0.14981386065483093,0.003350663823822244,1.2420028599493482,1.7434718021334385e-05
14,0.35585817694664,0.00821281363167765,3.4269564052826977,0.00010366283860936008
15,0.42020106315612793,0.016918329988843326,5.578564694791862,7.904126881905948e-05
16,0.0733911395072937,0.002096723678199079,0.8158049602831431,2.379957705214532e-06
17,0.2461310625076294,0.005122249162281444,1.3953344306484363,7.703720253595714e-05
18,0.8916639089584351,0.0423619392480229,6.499379086048981,0.006025715797335076
19,0.32330724596977234,0.005715076466104136,1.795931718370876,9.79895050278108e-06
20,0.2443445771932602,0.002106270133631021,0.878324990638762,5.15825725032499e-05
21,0.6323254704475403,0.037323483181487774,9.131104364004278,0.023147222653677663
22,0.06175445020198822,0.0022609944576239558,0.8171874295189465,9.685615222972784e-06
23,0.1400403380393982,0.012347171167065258,3.775782499322977,2.6079943236833616e-05
24,0.11720917373895645,0.001465651039313773,0.679190787206559,4.591640609963042e-05
25,0.39278483390808105,0.008656607513396893,3.0082919598128988,5.380524635214568e-05
26,0.4262922704219818,0.016223986226946555,4.724826390779797,0.0003551856814604437
27,0.3722643554210663,0.02110451914998622,8.24069596835025,0.00019028560576559778
28,0.3731198310852051,0.013090976685962909,5.2063149010756895,4.8383583262221806e-05
29,0.3972853720188141,0.007344058436717333,3.101429610265175,5.020744704163945e-05
30,0.1134830042719841,0.0008557172562429159,0.3847998670712396,1.3298532344867737e-05
31,0.23962466418743134,0.008440399023598492,2.2549361865340214,2.80597327400913e-05
32,0.48718374967575073,0.0159550693960423,4.721255022947019,0.0030732413229447608
33,0.1496567279100418,0.002071600829583743,0.9040773352875756,3.7996172100864947e-06
34,0.22262321412563324,0.008268013281927519,2.922786792260953,2.092682189111887e-05
35,0.4588472247123718,0.008535521933706805,2.6546704320737415,1.21488028182381e-05
36,0.35481542348861694,0.011285102488579253,4.7670774321572775,2.62351333395826e-05
37,0.2680211067199707,0.006872821354441592,2.7301844138922093,5.386028227361867e-06
38,0.28319457173347473,0.007314747971436078,2.7654159804346277,1.7005129587715135e-05
39,0.3928464949131012,0.008347856574250835,2.9766528123594815,0.00016275822115272104
40,0.049341943114995956,0.0011356632022690401,0.43377061240333553,3.238776746286196e-05
41,0.3633979260921478,0.010273995103594107,2.6604231011792017,9.13045194464871e-05
42,0.11167187988758087,0.0016646389328939394,0.6170989887809551,4.857963761013551e-05
43,0.06408653408288956,0.003502009675719736,1.3312080699378415,1.1726049602676152e-06
44,0.15218017995357513,0.005449254735075254,2.116962659572549,1.6223819960062492e-06
45,0.09887629002332687,0.001317505019273574,0.5066330835559375,1.6972919305457814e-05
46,0.28723499178886414,0.007453661584292464,2.970973083984889,8.531239316692133e-06
47,0.36125367879867554,0.01460632703642431,3.529283858207297,3.4359393620717478e-06
48,0.33439192175865173,0.008512497417845499,3.3672752513227175,3.0599660641855596e-05
49,0.9311614632606506,0.03747283066882402,5.097899966998866,0.003267641617064555
50,0.29393115639686584,0.011803386540694747,4.309403324342797,4.255887368305425e-05
51,0.4798687994480133,0.007693228814585311,3.1621368287833107,2.11544480010925e-05
