,DS_Struct,DS_NonStruct_DriftSen,DS_NonStruct_AccelSen,RepairCost_Total,RepairCost_Struct,RepairCost_NonStruct_DriftSen,RepairCost_NonStruct_AccelSen,RepairTime,RecoveryTime,FunctionLossTime
0,Moderate,Moderate,None,994653.7745691836,244300.92708716792,750352.8474820157,0.0,30,120,60.0
1,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
2,Moderate,Extensive,Moderate,5584021.190563838,244300.92708716792,3716864.104969055,1622856.1585076156,30,120,60.0
3,Moderate,None,None,244300.92708716792,244300.92708716792,0.0,0.0,30,120,60.0
4,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
5,Moderate,Moderate,Extensive,7643129.004584254,244300.92708716792,750352.8474820157,6648475.23001507,30,120,60.0
6,Extensive,Moderate,Slight,2268508.608666559,1204054.5692153277,750352.8474820157,314101.1919692159,120,480,480.0
7,Moderate,Moderate,None,994653.7745691836,244300.92708716792,750352.8474820157,0.0,30,120,60.0
8,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
9,Moderate,None,Slight,558402.1190563838,244300.92708716792,0.0,314101.1919692159,30,120,60.0
10,Complete,Extensive,Slight,6439074.435368926,2408109.1384306555,3716864.104969055,314101.1919692159,240,960,960.0
11,Complete,Extensive,Slight,6439074.435368926,2408109.1384306555,3716864.104969055,314101.1919692159,240,960,960.0
12,Extensive,Moderate,Slight,2268508.608666559,1204054.5692153277,750352.8474820157,314101.1919692159,120,480,480.0
13,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
14,Extensive,Moderate,Moderate,3577263.575204959,1204054.5692153277,750352.8474820157,1622856.1585076156,120,480,480.0
15,Extensive,Extensive,Moderate,6543774.832691998,1204054.5692153277,3716864.104969055,1622856.1585076156,120,480,480.0
16,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
17,Moderate,Moderate,None,994653.7745691836,244300.92708716792,750352.8474820157,0.0,30,120,60.0
18,Complete,Complete,Complete,26175099.330767993,2408109.1384306555,7416278.143717598,16350712.04861974,240,960,960.0
19,Moderate,Moderate,None,994653.7745691836,244300.92708716792,750352.8474820157,0.0,30,120,60.0
20,Moderate,Moderate,None,994653.7745691836,244300.92708716792,750352.8474820157,0.0,30,120,60.0
21,Complete,Complete,Complete,26175099.330767993,2408109.1384306555,7416278.143717598,16350712.04861974,240,960,960.0
22,Moderate,Slight,None,401351.5230717759,244300.92708716792,157050.59598460796,0.0,30,120,60.0
23,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
24,Extensive,Moderate,Moderate,3577263.575204959,1204054.5692153277,750352.8474820157,1622856.1585076156,120,480,480.0
25,Extensive,Moderate,None,1954407.4166973433,1204054.5692153277,750352.8474820157,0.0,120,480,480.0
26,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
27,Complete,Complete,Slight,10138488.474117469,2408109.1384306555,7416278.143717598,314101.1919692159,240,960,960.0
28,Moderate,Moderate,Moderate,2617509.933076799,244300.92708716792,750352.8474820157,1622856.1585076156,30,120,60.0
29,Moderate,Slight,None,401351.5230717759,244300.92708716792,157050.59598460796,0.0,30,120,60.0
30,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
31,Moderate,None,None,244300.92708716792,244300.92708716792,0.0,0.0,30,120,60.0
32,Extensive,Moderate,None,1954407.4166973433,1204054.5692153277,750352.8474820157,0.0,120,480,480.0
33,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
34,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
35,Extensive,Extensive,None,4920918.674184383,1204054.5692153277,3716864.104969055,0.0,120,480,480.0
36,Moderate,Moderate,Slight,1308754.9665383995,244300.92708716792,750352.8474820157,314101.1919692159,30,120,60.0
37,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
38,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
39,Complete,Complete,Complete,26175099.330767993,2408109.1384306555,7416278.143717598,16350712.04861974,240,960,960.0
40,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
41,Moderate,Moderate,None,994653.7745691836,244300.92708716792,750352.8474820157,0.0,30,120,60.0
