,DS_Struct,DS_NonStruct_DriftSen,DS_NonStruct_AccelSen,RepairCost_Total,RepairCost_Struct,RepairCost_NonStruct_DriftSen,RepairCost_NonStruct_AccelSen,RepairTime,RecoveryTime,FunctionLossTime
0,Moderate,Moderate,Slight,5945692.43499571,1095259.1327623676,3364010.193484415,1486423.1087489277,30,90,45.0
1,None,Slight,Slight,2190518.2655247357,0.0,704095.156775808,1486423.1087489277,0,0,0.0
2,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
3,Moderate,Slight,Moderate,9075004.24288819,1095259.1327623676,704095.156775808,7275649.953350014,30,90,45.0
4,Moderate,Moderate,None,4459269.326246782,1095259.1327623676,3364010.193484415,0.0,30,90,45.0
5,Moderate,Moderate,Slight,5945692.43499571,1095259.1327623676,3364010.193484415,1486423.1087489277,30,90,45.0
6,Moderate,Moderate,Slight,5945692.43499571,1095259.1327623676,3364010.193484415,1486423.1087489277,30,90,45.0
7,Moderate,Extensive,None,17993542.89538176,1095259.1327623676,16898283.76261939,0.0,30,90,45.0
8,None,Slight,None,704095.156775808,0.0,704095.156775808,0.0,0,0,0.0
9,Slight,Moderate,Moderate,10796125.737229053,156465.59039462396,3364010.193484415,7275649.953350014,5,10,0.0
10,Extensive,Complete,None,39116397.598656,5319830.073417216,33796567.52523878,0.0,120,360,360.0
11,Moderate,Extensive,Slight,19479966.004130688,1095259.1327623676,16898283.76261939,1486423.1087489277,30,90,45.0
12,Complete,Extensive,Moderate,34813593.86280384,10639660.146834431,16898283.76261939,7275649.953350014,240,480,480.0
13,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
14,Complete,Complete,Complete,117349192.795968,10639660.146834431,33796567.52523878,72912965.12389478,240,480,480.0
15,Slight,Extensive,None,17054749.353014015,156465.59039462396,16898283.76261939,0.0,5,10,0.0
16,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
17,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
18,Moderate,Extensive,Slight,19479966.004130688,1095259.1327623676,16898283.76261939,1486423.1087489277,30,90,45.0
19,Moderate,Slight,Slight,3285777.3982871035,1095259.1327623676,704095.156775808,1486423.1087489277,30,90,45.0
20,Moderate,Moderate,None,4459269.326246782,1095259.1327623676,3364010.193484415,0.0,30,90,45.0
21,Extensive,Moderate,Moderate,15959490.220251646,5319830.073417216,3364010.193484415,7275649.953350014,120,360,360.0
22,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
23,None,Moderate,None,3364010.193484415,0.0,3364010.193484415,0.0,0,0,0.0
24,Complete,Complete,Complete,117349192.795968,10639660.146834431,33796567.52523878,72912965.12389478,240,480,480.0
25,Moderate,Moderate,None,4459269.326246782,1095259.1327623676,3364010.193484415,0.0,30,90,45.0
26,Complete,Complete,Complete,117349192.795968,10639660.146834431,33796567.52523878,72912965.12389478,240,480,480.0
27,Extensive,Complete,Extensive,68844859.77363455,5319830.073417216,33796567.52523878,29728462.174978554,120,360,360.0
28,Moderate,Slight,None,1799354.2895381756,1095259.1327623676,704095.156775808,0.0,30,90,45.0
29,Moderate,Moderate,None,4459269.326246782,1095259.1327623676,3364010.193484415,0.0,30,90,45.0
30,None,Slight,None,704095.156775808,0.0,704095.156775808,0.0,0,0,0.0
31,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
32,Moderate,Moderate,None,4459269.326246782,1095259.1327623676,3364010.193484415,0.0,30,90,45.0
33,Moderate,Moderate,None,4459269.326246782,1095259.1327623676,3364010.193484415,0.0,30,90,45.0
