,IM,MaxDrift,MaxAbsAccel,ResDrift
0,0.3738498091697693,0.015680228180757178,1.8682323559804337,0.0015735008939051032
1,0.2509014308452606,0.008294855841510261,1.2184837016649126,0.0010932958963887293
2,0.16255596280097961,0.005707334247053194,1.0437677712225109,0.00039014692904834836
3,0.19685985147953033,0.007819637708657488,1.035620447532373,0.0013737764747929712
4,0.18766632676124573,0.0048334626122164505,0.7874867645398179,0.0009585254599316367
5,0.29824596643447876,0.007931551798012767,1.1817830837533927,0.0015329554106723795
6,0.3098714053630829,0.018745712280095687,1.9846559060043982,0.0018058578766135375
7,0.5486223697662354,0.07221584708716217,3.423266613609914,0.02009549523733645
8,0.11777184903621674,0.0038359820754250667,1.5703396967666279,1.645851986132106e-05
9,0.13917630910873413,0.004347640148829874,1.09620330017772,0.0002567322435405038
10,0.6099756956100464,0.018499256446613127,2.070079081032845,0.0022313819076905505
11,0.5977252125740051,0.017522965097204867,1.3300592346936235,0.003630942334046289
12,0.7201080918312073,0.02211205090096881,3.8594669095508367,0.003026381910393146
13,0.1304181069135666,0.001986358147052234,0.8542303394054231,0.00012267813328255698
14,0.28786012530326843,0.011534913926256342,1.8968689953308868,0.0010665957321208833
15,0.1964883953332901,0.0061147363918528,1.378056663967462,0.0008547895071128707
16,0.14458727836608887,0.0026197569739367607,1.112521733090775,1.5065921103803008e-05
17,0.16815519332885742,0.005956844673427427,1.4726302156349556,0.0016456806422600753
18,1.0729115009307861,0.5605095395640866,8.949877952470855,0.06438416609351626
19,0.342672199010849,0.018953397207002887,4.199690854311779,0.0017307641723135461
20,0.20578517019748688,,,
21,0.4212823808193207,0.010100334328856011,2.9489547899503035,0.0003443493514662311
22,0.05779476836323738,,,
23,0.16232752799987793,0.004259832020166217,1.2127486607617461,0.0020672693384098857
24,0.11512850970029831,0.003283603049158723,0.9460066871864691,0.0025235359971883197
25,0.3323376774787903,0.01659463968189798,1.731809556340439,0.0024019370484651983
