,IM,MaxDrift,MaxAbsAccel,ResDrift
0,0.35198307037353516,0.035216821119455705,2.819324173408334,0.013686318448949604
1,0.2692984938621521,0.02702463316893585,3.160840009805966,0.022413002278249588
2,0.09973407536745071,0.00530044081047325,0.7251466075015892,6.935538359239155e-05
3,0.34831804037094116,0.012909970223125233,2.642069153962761,0.0007138757350536706
4,0.14331947267055511,0.012873715536553995,1.2524482322900563,3.596786772750634e-05
5,0.3758518695831299,0.02375440662267089,1.6311803912838998,0.0015500952539739578
6,0.5443766117095947,0.10149484601736114,8.724969748841053,0.007977476348200056
7,0.22299857437610626,0.012103219115373579,1.7518951183032068,5.7773536037349176e-05
8,0.17561069130897522,0.03374174564050852,2.2412871982533598,0.019272185089006015
9,0.09998247772455215,0.005423039810075562,0.8706513768368248,5.408433894461686e-05
10,0.39586132764816284,0.0249796889894261,2.409888021511586,0.003861923912918621
11,1.0470529794692993,0.13908606051921443,4.190586523349881,0.010549981093083215
12,0.3738676607608795,0.017851135427018192,2.0761160738601947,0.0012339445487692775
13,0.058429207652807236,,,
14,0.2805797755718231,0.011989167509251941,1.9183194071977736,9.107958583065939e-05
15,0.2578120529651642,0.04325175150814042,2.466108778210231,0.0002534930583394067
16,0.07860387116670609,0.006203783917727729,0.9004060183743954,2.0186299295210543e-05
17,0.0997685119509697,0.006150585478001976,0.7807040093619659,1.9259745558951856e-05
18,1.081012487411499,0.13322693288495804,7.630697579507271,0.0120379485866652
19,0.19873104989528656,0.00535165843800475,0.9967395981942889,6.392113424481517e-06
20,0.14048366248607635,0.008100206803391895,1.2098885976922378,6.160538286924844e-06
21,0.3262755870819092,0.02670184863301594,1.7487852489799238,0.002505294432909516
22,0.07529833167791367,,,
23,0.12557432055473328,0.01110615241035939,1.3795188924532482,0.0001877486633294519
24,0.1250152885913849,0.013370415083050534,1.4893207827087078,0.0008506149654468628
25,0.3319128751754761,0.017053585180681532,2.084788051400217,0.0009521583075365473
26,0.2437838613986969,0.016837044038791608,2.972520330903666,0.0006555029292329824
