,DS_Struct,DS_NonStruct_DriftSen,DS_NonStruct_AccelSen,RepairCost_Total,RepairCost_Struct,RepairCost_NonStruct_DriftSen,RepairCost_NonStruct_AccelSen,RepairTime,RecoveryTime,FunctionLossTime
0,Complete,Extensive,Slight,12674795.091560928,4740167.270014656,7316345.134153055,618282.687393216,240,960,960.0
1,Moderate,Moderate,None,1957895.1767451835,480886.5346391679,1477008.6421060157,0.0,30,120,60.0
2,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
3,Complete,Complete,Slight,19956791.18752547,4740167.270014656,14598341.230117599,618282.687393216,240,960,960.0
4,Moderate,Moderate,Slight,2576177.8641383993,480886.5346391679,1477008.6421060157,618282.687393216,30,120,60.0
5,Slight,Slight,None,412188.458262144,103047.114565536,309141.34369660803,0.0,5,10,0.0
6,Complete,Extensive,Moderate,15250972.955699328,4740167.270014656,7316345.134153055,3194460.5515316157,240,960,960.0
7,Moderate,Moderate,Moderate,5152355.728276799,480886.5346391679,1477008.6421060157,3194460.5515316157,30,120,60.0
8,Complete,Slight,Extensive,18136292.163534336,4740167.270014656,309141.34369660803,13086983.549823072,240,960,960.0
9,Extensive,Slight,None,2679224.978703936,2370083.635007328,309141.34369660803,0.0,120,480,480.0
10,Moderate,Slight,Moderate,3984488.4298673915,480886.5346391679,309141.34369660803,3194460.5515316157,30,120,60.0
11,Extensive,Extensive,None,9686428.769160382,2370083.635007328,7316345.134153055,0.0,120,480,480.0
12,Complete,Complete,Extensive,32425492.049955327,4740167.270014656,14598341.230117599,13086983.549823072,240,960,960.0
13,Moderate,Moderate,None,1957895.1767451835,480886.5346391679,1477008.6421060157,0.0,30,120,60.0
14,Moderate,Slight,None,790027.8783357759,480886.5346391679,309141.34369660803,0.0,30,120,60.0
15,Complete,Complete,Extensive,32425492.049955327,4740167.270014656,14598341.230117599,13086983.549823072,240,960,960.0
16,Slight,None,None,103047.114565536,103047.114565536,0.0,0.0,5,10,0.0
17,Moderate,Slight,Slight,1408310.5657289918,480886.5346391679,309141.34369660803,618282.687393216,30,120,60.0
18,Complete,Complete,Complete,51523557.282767996,4740167.270014656,14598341.230117599,32185048.78263574,240,960,960.0
19,Moderate,Moderate,Moderate,5152355.728276799,480886.5346391679,1477008.6421060157,3194460.5515316157,30,120,60.0
20,Extensive,Moderate,Moderate,7041552.828644959,2370083.635007328,1477008.6421060157,3194460.5515316157,120,480,480.0
21,Complete,Complete,Complete,51523557.282767996,4740167.270014656,14598341.230117599,32185048.78263574,240,960,960.0
22,Moderate,Slight,Slight,1408310.5657289918,480886.5346391679,309141.34369660803,618282.687393216,30,120,60.0
23,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
24,Moderate,Moderate,Slight,2576177.8641383993,480886.5346391679,1477008.6421060157,618282.687393216,30,120,60.0
25,Extensive,Moderate,Moderate,7041552.828644959,2370083.635007328,1477008.6421060157,3194460.5515316157,120,480,480.0
26,Complete,Complete,Complete,51523557.282767996,4740167.270014656,14598341.230117599,32185048.78263574,240,960,960.0
27,Moderate,Moderate,Moderate,5152355.728276799,480886.5346391679,1477008.6421060157,3194460.5515316157,30,120,60.0
28,Moderate,Slight,Slight,1408310.5657289918,480886.5346391679,309141.34369660803,618282.687393216,30,120,60.0
29,Complete,Moderate,Slight,6835458.599513888,4740167.270014656,1477008.6421060157,618282.687393216,240,960,960.0
30,None,Slight,Slight,927424.0310898239,0.0,309141.34369660803,618282.687393216,0,0,0.0
31,Moderate,Slight,None,790027.8783357759,480886.5346391679,309141.34369660803,0.0,30,120,60.0
32,Complete,Extensive,Slight,12674795.091560928,4740167.270014656,7316345.134153055,618282.687393216,240,960,960.0
33,Extensive,Moderate,None,3847092.2771133436,2370083.635007328,1477008.6421060157,0.0,120,480,480.0
34,Extensive,Moderate,None,3847092.2771133436,2370083.635007328,1477008.6421060157,0.0,120,480,480.0
35,Complete,Extensive,None,12056512.404167712,4740167.270014656,7316345.134153055,0.0,240,960,960.0
36,Slight,Slight,Moderate,3606649.00979376,103047.114565536,309141.34369660803,3194460.5515316157,5,10,0.0
37,Complete,Slight,None,5049308.613711264,4740167.270014656,309141.34369660803,0.0,240,960,960.0
38,Moderate,Moderate,Slight,2576177.8641383993,480886.5346391679,1477008.6421060157,618282.687393216,30,120,60.0
39,Moderate,Moderate,Slight,2576177.8641383993,480886.5346391679,1477008.6421060157,618282.687393216,30,120,60.0
40,Moderate,Slight,None,790027.8783357759,480886.5346391679,309141.34369660803,0.0,30,120,60.0
41,Complete,Complete,Slight,19956791.18752547,4740167.270014656,14598341.230117599,618282.687393216,240,960,960.0
42,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
43,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
44,Extensive,Extensive,None,9686428.769160382,2370083.635007328,7316345.134153055,0.0,120,480,480.0
45,Moderate,None,None,480886.5346391679,480886.5346391679,0.0,0.0,30,120,60.0
46,Complete,Complete,Slight,19956791.18752547,4740167.270014656,14598341.230117599,618282.687393216,240,960,960.0
47,Complete,Complete,Complete,51523557.282767996,4740167.270014656,14598341.230117599,32185048.78263574,240,960,960.0
48,Moderate,Slight,None,790027.8783357759,480886.5346391679,309141.34369660803,0.0,30,120,60.0
49,Complete,Complete,Complete,51523557.282767996,4740167.270014656,14598341.230117599,32185048.78263574,240,960,960.0
50,Moderate,None,Slight,1099169.2220323838,480886.5346391679,0.0,618282.687393216,30,120,60.0
51,Extensive,Moderate,Slight,4465374.964506559,2370083.635007328,1477008.6421060157,618282.687393216,120,480,480.0
52,Slight,Slight,Moderate,3606649.00979376,103047.114565536,309141.34369660803,3194460.5515316157,5,10,0.0
