,DS_Struct,DS_NonStruct_DriftSen,DS_NonStruct_AccelSen,RepairCost_Total,RepairCost_Struct,RepairCost_NonStruct_DriftSen,RepairCost_NonStruct_AccelSen,RepairTime,RecoveryTime,FunctionLossTime
0,Extensive,Moderate,Moderate,74518209.06509295,25081738.660933726,15630648.73072681,33805821.67343241,120,480,480.0
1,Slight,None,None,1090510.3765623358,1090510.3765623358,0.0,0.0,5,10,0.0
2,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
3,Extensive,None,Slight,31624800.92030774,25081738.660933726,0.0,6543062.259374015,120,480,480.0
4,Slight,None,None,1090510.3765623358,1090510.3765623358,0.0,0.0,5,10,0.0
5,Extensive,Moderate,Slight,47255449.65103455,25081738.660933726,15630648.73072681,6543062.259374015,120,480,480.0
6,Complete,Moderate,Moderate,99599947.72602667,50163477.32186745,15630648.73072681,33805821.67343241,240,960,960.0
7,Extensive,Moderate,Moderate,74518209.06509295,25081738.660933726,15630648.73072681,33805821.67343241,120,480,480.0
8,Moderate,Moderate,None,20719697.154684376,5089048.423957566,15630648.73072681,0.0,30,120,60.0
9,Moderate,Moderate,Slight,27262759.41405839,5089048.423957566,15630648.73072681,6543062.259374015,30,120,60.0
10,Complete,Moderate,Complete,406396866.99889714,50163477.32186745,15630648.73072681,340602740.9463029,240,960,960.0
11,Complete,Complete,Moderate,238458269.00829744,50163477.32186745,154488970.01299757,33805821.67343241,240,960,960.0
12,Extensive,Moderate,Extensive,179207205.2150772,25081738.660933726,15630648.73072681,138494817.82341665,120,480,480.0
13,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
14,Slight,Slight,Moderate,38167863.179681756,1090510.3765623358,3271531.1296870075,33805821.67343241,5,10,0.0
15,Extensive,Moderate,Slight,47255449.65103455,25081738.660933726,15630648.73072681,6543062.259374015,120,480,480.0
16,Moderate,Moderate,None,20719697.154684376,5089048.423957566,15630648.73072681,0.0,30,120,60.0
17,Moderate,Slight,Slight,14903641.813018588,5089048.423957566,3271531.1296870075,6543062.259374015,30,120,60.0
18,Complete,Complete,Complete,545255188.281168,50163477.32186745,154488970.01299757,340602740.9463029,240,960,960.0
19,Moderate,Slight,Moderate,42166401.227076985,5089048.423957566,3271531.1296870075,33805821.67343241,30,120,60.0
20,Extensive,Moderate,Slight,47255449.65103455,25081738.660933726,15630648.73072681,6543062.259374015,120,480,480.0
21,Complete,Complete,Slight,211195509.59423906,50163477.32186745,154488970.01299757,6543062.259374015,240,960,960.0
22,Moderate,None,None,5089048.423957566,5089048.423957566,0.0,0.0,30,120,60.0
23,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
24,Moderate,Moderate,None,20719697.154684376,5089048.423957566,15630648.73072681,0.0,30,120,60.0
