,DS_Struct,DS_NonStruct_DriftSen,DS_NonStruct_AccelSen,RepairCost_Total,RepairCost_Struct,RepairCost_NonStruct_DriftSen,RepairCost_NonStruct_AccelSen,RepairTime,RecoveryTime,FunctionLossTime
0,Extensive,Extensive,Moderate,65478939.571092,12048124.88108093,37192037.676380254,16238777.013630815,120,480,480.0
1,Moderate,Slight,None,4016041.6270269756,2444547.0773207676,1571494.549706208,0.0,30,120,60.0
2,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
3,Extensive,Moderate,Slight,22699365.71797856,12048124.88108093,7508251.737485215,3142989.099412416,120,480,480.0
4,Moderate,Moderate,None,9952798.814805983,2444547.0773207676,7508251.737485215,0.0,30,120,60.0
5,Moderate,Slight,None,4016041.6270269756,2444547.0773207676,1571494.549706208,0.0,30,120,60.0
6,Extensive,Moderate,Complete,183166420.2935347,12048124.88108093,7508251.737485215,163610043.67496854,120,480,480.0
7,Extensive,Extensive,Slight,52383151.656873606,12048124.88108093,37192037.676380254,3142989.099412416,120,480,480.0
8,Moderate,Moderate,None,9952798.814805983,2444547.0773207676,7508251.737485215,0.0,30,120,60.0
9,Moderate,Moderate,None,9952798.814805983,2444547.0773207676,7508251.737485215,0.0,30,120,60.0
10,Complete,Extensive,Slight,64431276.53795453,24096249.76216186,37192037.676380254,3142989.099412416,240,960,960.0
11,Complete,Complete,Complete,261915758.284368,24096249.76216186,74209464.8472376,163610043.67496854,240,960,960.0
12,Slight,None,Moderate,16762608.53019955,523831.516568736,0.0,16238777.013630815,5,10,0.0
13,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
14,Complete,Moderate,Slight,34747490.59905949,24096249.76216186,7508251.737485215,3142989.099412416,240,960,960.0
15,Extensive,Moderate,None,19556376.618566144,12048124.88108093,7508251.737485215,0.0,120,480,480.0
16,None,None,Slight,3142989.099412416,0.0,0.0,3142989.099412416,0,0,0.0
17,Slight,None,Slight,3666820.6159811523,523831.516568736,0.0,3142989.099412416,5,10,0.0
18,Complete,Moderate,Slight,34747490.59905949,24096249.76216186,7508251.737485215,3142989.099412416,240,960,960.0
19,Extensive,Moderate,Slight,22699365.71797856,12048124.88108093,7508251.737485215,3142989.099412416,120,480,480.0
20,Extensive,Extensive,Slight,52383151.656873606,12048124.88108093,37192037.676380254,3142989.099412416,120,480,480.0
21,Complete,Complete,Complete,261915758.284368,24096249.76216186,74209464.8472376,163610043.67496854,240,960,960.0
22,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
23,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
24,Moderate,Moderate,None,9952798.814805983,2444547.0773207676,7508251.737485215,0.0,30,120,60.0
25,Complete,Complete,Complete,261915758.284368,24096249.76216186,74209464.8472376,163610043.67496854,240,960,960.0
26,Extensive,Extensive,None,49240162.55746119,12048124.88108093,37192037.676380254,0.0,120,480,480.0
27,Complete,Complete,Complete,261915758.284368,24096249.76216186,74209464.8472376,163610043.67496854,240,960,960.0
28,Moderate,Moderate,None,9952798.814805983,2444547.0773207676,7508251.737485215,0.0,30,120,60.0
29,Slight,Moderate,None,8032083.254053951,523831.516568736,7508251.737485215,0.0,5,10,0.0
30,Moderate,Slight,Moderate,20254818.64065779,2444547.0773207676,1571494.549706208,16238777.013630815,30,120,60.0
31,Moderate,Slight,None,4016041.6270269756,2444547.0773207676,1571494.549706208,0.0,30,120,60.0
32,Extensive,Extensive,Slight,52383151.656873606,12048124.88108093,37192037.676380254,3142989.099412416,120,480,480.0
33,Moderate,Moderate,None,9952798.814805983,2444547.0773207676,7508251.737485215,0.0,30,120,60.0
34,Moderate,Moderate,None,9952798.814805983,2444547.0773207676,7508251.737485215,0.0,30,120,60.0
35,Moderate,None,Moderate,18683324.090951584,2444547.0773207676,0.0,16238777.013630815,30,120,60.0
36,Moderate,Moderate,None,9952798.814805983,2444547.0773207676,7508251.737485215,0.0,30,120,60.0
37,Complete,Complete,Complete,261915758.284368,24096249.76216186,74209464.8472376,163610043.67496854,240,960,960.0
38,Moderate,Moderate,Slight,13095787.9142184,2444547.0773207676,7508251.737485215,3142989.099412416,30,120,60.0
39,Moderate,None,None,2444547.0773207676,2444547.0773207676,0.0,0.0,30,120,60.0
40,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
41,Complete,Moderate,Moderate,47843278.51327789,24096249.76216186,7508251.737485215,16238777.013630815,240,960,960.0
42,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
43,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
44,Slight,Moderate,None,8032083.254053951,523831.516568736,7508251.737485215,0.0,5,10,0.0
45,Moderate,Moderate,None,9952798.814805983,2444547.0773207676,7508251.737485215,0.0,30,120,60.0
46,Complete,Extensive,None,61288287.43854211,24096249.76216186,37192037.676380254,0.0,240,960,960.0
47,Complete,Complete,Complete,261915758.284368,24096249.76216186,74209464.8472376,163610043.67496854,240,960,960.0
48,Moderate,Moderate,Moderate,26191575.8284368,2444547.0773207676,7508251.737485215,16238777.013630815,30,120,60.0
49,Complete,Complete,Complete,261915758.284368,24096249.76216186,74209464.8472376,163610043.67496854,240,960,960.0
50,Extensive,Moderate,None,19556376.618566144,12048124.88108093,7508251.737485215,0.0,120,480,480.0
51,Extensive,Extensive,None,49240162.55746119,12048124.88108093,37192037.676380254,0.0,120,480,480.0
52,Complete,Extensive,None,61288287.43854211,24096249.76216186,37192037.676380254,0.0,240,960,960.0
53,Complete,Complete,Complete,261915758.284368,24096249.76216186,74209464.8472376,163610043.67496854,240,960,960.0
54,Moderate,None,None,2444547.0773207676,2444547.0773207676,0.0,0.0,30,120,60.0
55,Extensive,Moderate,None,19556376.618566144,12048124.88108093,7508251.737485215,0.0,120,480,480.0
56,Moderate,Moderate,Slight,13095787.9142184,2444547.0773207676,7508251.737485215,3142989.099412416,30,120,60.0
57,Complete,Extensive,Extensive,127814890.04277158,24096249.76216186,37192037.676380254,66526602.60422947,240,960,960.0
58,Complete,Moderate,Slight,34747490.59905949,24096249.76216186,7508251.737485215,3142989.099412416,240,960,960.0
59,Extensive,Moderate,Slight,22699365.71797856,12048124.88108093,7508251.737485215,3142989.099412416,120,480,480.0
60,Complete,Complete,Complete,261915758.284368,24096249.76216186,74209464.8472376,163610043.67496854,240,960,960.0
61,Extensive,Extensive,None,49240162.55746119,12048124.88108093,37192037.676380254,0.0,120,480,480.0
62,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
63,Moderate,Moderate,None,9952798.814805983,2444547.0773207676,7508251.737485215,0.0,30,120,60.0
64,Moderate,Moderate,Slight,13095787.9142184,2444547.0773207676,7508251.737485215,3142989.099412416,30,120,60.0
65,Extensive,Moderate,Moderate,35795153.63219696,12048124.88108093,7508251.737485215,16238777.013630815,120,480,480.0
66,Moderate,Slight,None,4016041.6270269756,2444547.0773207676,1571494.549706208,0.0,30,120,60.0
67,Complete,Complete,Complete,261915758.284368,24096249.76216186,74209464.8472376,163610043.67496854,240,960,960.0
68,Extensive,Moderate,Slight,22699365.71797856,12048124.88108093,7508251.737485215,3142989.099412416,120,480,480.0
69,Moderate,Moderate,None,9952798.814805983,2444547.0773207676,7508251.737485215,0.0,30,120,60.0
70,Extensive,Moderate,Moderate,35795153.63219696,12048124.88108093,7508251.737485215,16238777.013630815,120,480,480.0
71,Slight,None,None,523831.516568736,523831.516568736,0.0,0.0,5,10,0.0
72,Moderate,Moderate,None,9952798.814805983,2444547.0773207676,7508251.737485215,0.0,30,120,60.0
73,Extensive,Slight,None,13619619.430787137,12048124.88108093,1571494.549706208,0.0,120,480,480.0
74,Moderate,None,Slight,5587536.176733184,2444547.0773207676,0.0,3142989.099412416,30,120,60.0
75,Moderate,Moderate,None,9952798.814805983,2444547.0773207676,7508251.737485215,0.0,30,120,60.0
76,Extensive,Complete,Slight,89400578.82773094,12048124.88108093,74209464.8472376,3142989.099412416,120,480,480.0
77,Moderate,Moderate,Slight,13095787.9142184,2444547.0773207676,7508251.737485215,3142989.099412416,30,120,60.0
78,Moderate,Moderate,Slight,13095787.9142184,2444547.0773207676,7508251.737485215,3142989.099412416,30,120,60.0
79,Moderate,None,None,2444547.0773207676,2444547.0773207676,0.0,0.0,30,120,60.0
80,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
81,Extensive,Moderate,None,19556376.618566144,12048124.88108093,7508251.737485215,0.0,120,480,480.0
82,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
83,Moderate,Extensive,Moderate,55875361.76733184,2444547.0773207676,37192037.676380254,16238777.013630815,30,120,60.0
84,Moderate,Moderate,None,9952798.814805983,2444547.0773207676,7508251.737485215,0.0,30,120,60.0
85,Complete,Complete,Complete,261915758.284368,24096249.76216186,74209464.8472376,163610043.67496854,240,960,960.0
86,Moderate,Moderate,Slight,13095787.9142184,2444547.0773207676,7508251.737485215,3142989.099412416,30,120,60.0
87,Extensive,Extensive,None,49240162.55746119,12048124.88108093,37192037.676380254,0.0,120,480,480.0
88,None,Slight,None,1571494.549706208,0.0,1571494.549706208,0.0,0,0,0.0
89,Complete,Complete,Complete,261915758.284368,24096249.76216186,74209464.8472376,163610043.67496854,240,960,960.0
90,Extensive,Moderate,None,19556376.618566144,12048124.88108093,7508251.737485215,0.0,120,480,480.0
91,Extensive,Slight,None,13619619.430787137,12048124.88108093,1571494.549706208,0.0,120,480,480.0
92,Slight,Moderate,None,8032083.254053951,523831.516568736,7508251.737485215,0.0,5,10,0.0
93,Complete,Complete,Complete,261915758.284368,24096249.76216186,74209464.8472376,163610043.67496854,240,960,960.0
94,Extensive,Moderate,Slight,22699365.71797856,12048124.88108093,7508251.737485215,3142989.099412416,120,480,480.0
95,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
96,Complete,Complete,Slight,101448703.70881188,24096249.76216186,74209464.8472376,3142989.099412416,240,960,960.0
97,Moderate,Moderate,None,9952798.814805983,2444547.0773207676,7508251.737485215,0.0,30,120,60.0
98,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
99,Moderate,Slight,None,4016041.6270269756,2444547.0773207676,1571494.549706208,0.0,30,120,60.0
100,Extensive,Moderate,None,19556376.618566144,12048124.88108093,7508251.737485215,0.0,120,480,480.0
101,Extensive,Moderate,Slight,22699365.71797856,12048124.88108093,7508251.737485215,3142989.099412416,120,480,480.0
102,Moderate,None,None,2444547.0773207676,2444547.0773207676,0.0,0.0,30,120,60.0
103,Moderate,None,Moderate,18683324.090951584,2444547.0773207676,0.0,16238777.013630815,30,120,60.0
104,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
105,Complete,Complete,Complete,261915758.284368,24096249.76216186,74209464.8472376,163610043.67496854,240,960,960.0
106,Moderate,Moderate,None,9952798.814805983,2444547.0773207676,7508251.737485215,0.0,30,120,60.0
107,Moderate,Moderate,None,9952798.814805983,2444547.0773207676,7508251.737485215,0.0,30,120,60.0
108,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
109,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
110,Moderate,Slight,None,4016041.6270269756,2444547.0773207676,1571494.549706208,0.0,30,120,60.0
111,Complete,Complete,Complete,261915758.284368,24096249.76216186,74209464.8472376,163610043.67496854,240,960,960.0
112,Extensive,Slight,None,13619619.430787137,12048124.88108093,1571494.549706208,0.0,120,480,480.0
113,Complete,Moderate,Slight,34747490.59905949,24096249.76216186,7508251.737485215,3142989.099412416,240,960,960.0
114,Extensive,Moderate,Moderate,35795153.63219696,12048124.88108093,7508251.737485215,16238777.013630815,120,480,480.0
115,Moderate,Moderate,Slight,13095787.9142184,2444547.0773207676,7508251.737485215,3142989.099412416,30,120,60.0
116,Moderate,Slight,None,4016041.6270269756,2444547.0773207676,1571494.549706208,0.0,30,120,60.0
117,Extensive,Complete,Slight,89400578.82773094,12048124.88108093,74209464.8472376,3142989.099412416,120,480,480.0
118,Moderate,Slight,None,4016041.6270269756,2444547.0773207676,1571494.549706208,0.0,30,120,60.0
119,Extensive,Moderate,Slight,22699365.71797856,12048124.88108093,7508251.737485215,3142989.099412416,120,480,480.0
120,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
121,Slight,Slight,None,2095326.066274944,523831.516568736,1571494.549706208,0.0,5,10,0.0
122,Extensive,Moderate,Slight,22699365.71797856,12048124.88108093,7508251.737485215,3142989.099412416,120,480,480.0
123,Extensive,Extensive,Extensive,115766765.16169065,12048124.88108093,37192037.676380254,66526602.60422947,120,480,480.0
124,Moderate,Extensive,None,39636584.753701024,2444547.0773207676,37192037.676380254,0.0,30,120,60.0
125,Extensive,Extensive,None,49240162.55746119,12048124.88108093,37192037.676380254,0.0,120,480,480.0
126,Moderate,Slight,None,4016041.6270269756,2444547.0773207676,1571494.549706208,0.0,30,120,60.0
127,None,Slight,None,1571494.549706208,0.0,1571494.549706208,0.0,0,0,0.0
128,Extensive,Moderate,Slight,22699365.71797856,12048124.88108093,7508251.737485215,3142989.099412416,120,480,480.0
129,Extensive,Moderate,Slight,22699365.71797856,12048124.88108093,7508251.737485215,3142989.099412416,120,480,480.0
130,Moderate,Slight,None,4016041.6270269756,2444547.0773207676,1571494.549706208,0.0,30,120,60.0
131,Complete,Complete,Complete,261915758.284368,24096249.76216186,74209464.8472376,163610043.67496854,240,960,960.0
132,Extensive,Extensive,None,49240162.55746119,12048124.88108093,37192037.676380254,0.0,120,480,480.0
133,Moderate,Moderate,None,9952798.814805983,2444547.0773207676,7508251.737485215,0.0,30,120,60.0
134,Moderate,Moderate,None,9952798.814805983,2444547.0773207676,7508251.737485215,0.0,30,120,60.0
135,Moderate,None,Slight,5587536.176733184,2444547.0773207676,0.0,3142989.099412416,30,120,60.0
136,Moderate,Moderate,None,9952798.814805983,2444547.0773207676,7508251.737485215,0.0,30,120,60.0
137,Extensive,Moderate,None,19556376.618566144,12048124.88108093,7508251.737485215,0.0,120,480,480.0
138,Complete,Complete,Complete,261915758.284368,24096249.76216186,74209464.8472376,163610043.67496854,240,960,960.0
139,Moderate,Slight,None,4016041.6270269756,2444547.0773207676,1571494.549706208,0.0,30,120,60.0
140,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
141,Moderate,Moderate,Slight,13095787.9142184,2444547.0773207676,7508251.737485215,3142989.099412416,30,120,60.0
142,Moderate,Moderate,None,9952798.814805983,2444547.0773207676,7508251.737485215,0.0,30,120,60.0
143,Slight,Slight,None,2095326.066274944,523831.516568736,1571494.549706208,0.0,5,10,0.0
144,Moderate,Slight,None,4016041.6270269756,2444547.0773207676,1571494.549706208,0.0,30,120,60.0
145,Complete,Moderate,None,31604501.499647073,24096249.76216186,7508251.737485215,0.0,240,960,960.0
146,Moderate,Slight,None,4016041.6270269756,2444547.0773207676,1571494.549706208,0.0,30,120,60.0
147,Extensive,Moderate,Slight,22699365.71797856,12048124.88108093,7508251.737485215,3142989.099412416,120,480,480.0
148,Moderate,Moderate,None,9952798.814805983,2444547.0773207676,7508251.737485215,0.0,30,120,60.0
149,Extensive,Moderate,Slight,22699365.71797856,12048124.88108093,7508251.737485215,3142989.099412416,120,480,480.0
150,Extensive,Moderate,None,19556376.618566144,12048124.88108093,7508251.737485215,0.0,120,480,480.0
151,Extensive,Moderate,Slight,22699365.71797856,12048124.88108093,7508251.737485215,3142989.099412416,120,480,480.0
152,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
153,Moderate,Slight,None,4016041.6270269756,2444547.0773207676,1571494.549706208,0.0,30,120,60.0
154,Moderate,Slight,None,4016041.6270269756,2444547.0773207676,1571494.549706208,0.0,30,120,60.0
155,Moderate,None,Slight,5587536.176733184,2444547.0773207676,0.0,3142989.099412416,30,120,60.0
156,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
157,Moderate,Moderate,None,9952798.814805983,2444547.0773207676,7508251.737485215,0.0,30,120,60.0
158,Extensive,Moderate,None,19556376.618566144,12048124.88108093,7508251.737485215,0.0,120,480,480.0
159,Complete,Moderate,None,31604501.499647073,24096249.76216186,7508251.737485215,0.0,240,960,960.0
160,Complete,Complete,Complete,261915758.284368,24096249.76216186,74209464.8472376,163610043.67496854,240,960,960.0
161,Moderate,Slight,None,4016041.6270269756,2444547.0773207676,1571494.549706208,0.0,30,120,60.0
162,Slight,None,None,523831.516568736,523831.516568736,0.0,0.0,5,10,0.0
163,Complete,Moderate,Slight,34747490.59905949,24096249.76216186,7508251.737485215,3142989.099412416,240,960,960.0
164,Extensive,Moderate,Slight,22699365.71797856,12048124.88108093,7508251.737485215,3142989.099412416,120,480,480.0
165,Extensive,Moderate,Extensive,86082979.22279562,12048124.88108093,7508251.737485215,66526602.60422947,120,480,480.0
166,Extensive,Moderate,Slight,22699365.71797856,12048124.88108093,7508251.737485215,3142989.099412416,120,480,480.0
167,Slight,None,Slight,3666820.6159811523,523831.516568736,0.0,3142989.099412416,5,10,0.0
168,Complete,Complete,Complete,261915758.284368,24096249.76216186,74209464.8472376,163610043.67496854,240,960,960.0
169,Extensive,Moderate,Slight,22699365.71797856,12048124.88108093,7508251.737485215,3142989.099412416,120,480,480.0
170,Slight,None,None,523831.516568736,523831.516568736,0.0,0.0,5,10,0.0
171,Moderate,Extensive,None,39636584.753701024,2444547.0773207676,37192037.676380254,0.0,30,120,60.0
172,Moderate,Moderate,Moderate,26191575.8284368,2444547.0773207676,7508251.737485215,16238777.013630815,30,120,60.0
173,Moderate,Slight,None,4016041.6270269756,2444547.0773207676,1571494.549706208,0.0,30,120,60.0
174,Moderate,Moderate,None,9952798.814805983,2444547.0773207676,7508251.737485215,0.0,30,120,60.0
175,Extensive,Moderate,Slight,22699365.71797856,12048124.88108093,7508251.737485215,3142989.099412416,120,480,480.0
176,Complete,Complete,Moderate,114544491.62303028,24096249.76216186,74209464.8472376,16238777.013630815,240,960,960.0
177,Extensive,Slight,None,13619619.430787137,12048124.88108093,1571494.549706208,0.0,120,480,480.0
178,Complete,Extensive,Slight,64431276.53795453,24096249.76216186,37192037.676380254,3142989.099412416,240,960,960.0
179,Moderate,Moderate,None,9952798.814805983,2444547.0773207676,7508251.737485215,0.0,30,120,60.0
180,Extensive,Extensive,None,49240162.55746119,12048124.88108093,37192037.676380254,0.0,120,480,480.0
181,Complete,Complete,None,98305714.60939947,24096249.76216186,74209464.8472376,0.0,240,960,960.0
182,Moderate,Slight,None,4016041.6270269756,2444547.0773207676,1571494.549706208,0.0,30,120,60.0
183,None,Moderate,None,7508251.737485215,0.0,7508251.737485215,0.0,0,0,0.0
184,Extensive,Moderate,Slight,22699365.71797856,12048124.88108093,7508251.737485215,3142989.099412416,120,480,480.0
185,Moderate,Slight,None,4016041.6270269756,2444547.0773207676,1571494.549706208,0.0,30,120,60.0
186,Complete,Complete,Complete,261915758.284368,24096249.76216186,74209464.8472376,163610043.67496854,240,960,960.0
187,Extensive,Extensive,Slight,52383151.656873606,12048124.88108093,37192037.676380254,3142989.099412416,120,480,480.0
188,Extensive,Moderate,None,19556376.618566144,12048124.88108093,7508251.737485215,0.0,120,480,480.0
189,Moderate,Moderate,None,9952798.814805983,2444547.0773207676,7508251.737485215,0.0,30,120,60.0
190,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
191,Moderate,Moderate,Slight,13095787.9142184,2444547.0773207676,7508251.737485215,3142989.099412416,30,120,60.0
192,Extensive,Moderate,Slight,22699365.71797856,12048124.88108093,7508251.737485215,3142989.099412416,120,480,480.0
193,Complete,Complete,Slight,101448703.70881188,24096249.76216186,74209464.8472376,3142989.099412416,240,960,960.0
194,Complete,Complete,Slight,101448703.70881188,24096249.76216186,74209464.8472376,3142989.099412416,240,960,960.0
195,Extensive,Moderate,Moderate,35795153.63219696,12048124.88108093,7508251.737485215,16238777.013630815,120,480,480.0
196,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
197,Extensive,Moderate,Slight,22699365.71797856,12048124.88108093,7508251.737485215,3142989.099412416,120,480,480.0
198,Moderate,None,None,2444547.0773207676,2444547.0773207676,0.0,0.0,30,120,60.0
199,Extensive,Moderate,Slight,22699365.71797856,12048124.88108093,7508251.737485215,3142989.099412416,120,480,480.0
200,Complete,Complete,Complete,261915758.284368,24096249.76216186,74209464.8472376,163610043.67496854,240,960,960.0
201,None,None,None,0.0,0.0,0.0,0.0,0,0,0.0
202,Extensive,Extensive,None,49240162.55746119,12048124.88108093,37192037.676380254,0.0,120,480,480.0
203,Extensive,Slight,None,13619619.430787137,12048124.88108093,1571494.549706208,0.0,120,480,480.0
204,Complete,Extensive,Moderate,77527064.45217294,24096249.76216186,37192037.676380254,16238777.013630815,240,960,960.0
